rrrrAlcanfores-X-Cerezos-Metro-Politecnico-X-Pista-%5BAutobuses-Mexico-Tlalnepantla%5D.txt
vuelta
19.5935226857,-99.2417925596
19.5982327523,-99.2437559366
19.6003855908,-99.2429405451
19.6009819119,-99.2426294088
19.6013154465,-99.2420607805
19.6017298369,-99.2411917448
19.6019117641,-99.2406874895
19.6018410147,-99.2400437593
19.6021846545,-99.2391318083
19.5893077669,-99.2365676165
19.589156149,-99.2363208532
19.5901770398,-99.2348831892
19.5903791956,-99.2342287302
19.5904297345,-99.2336493731
19.5903791956,-99.2331880331
19.5899849915,-99.2322653532
19.5899849915,-99.2319220304
19.5907835064,-99.2318040133
19.5913293245,-99.2317020893
19.5918751407,-99.2314714193
19.5936540843,-99.2300444841
19.5954633307,-99.2286711931
19.5971209464,-99.2277270555
19.6000520543,-99.2260211706
19.6009515906,-99.225667119
19.6016287662,-99.2256349325
19.6041555158,-99.2260318995
19.6057018669,-99.2263001204
19.6061263529,-99.2263323069
19.6062072072,-99.2259997129
19.6057625078,-99.2254203558
19.6049539604,-99.2247873545
19.6035490995,-99.2236500978
19.602326153,-99.2231351137
19.6014822135,-99.2230707407
19.6006180552,-99.223113656
19.5995871235,-99.2234247923
19.5977880308,-99.2247658968
19.5959585957,-99.2262250185
19.5953420411,-99.2266541719
19.5945839789,-99.2268902063
19.592117725,-99.2270833254
19.59035898,-99.2271155119
19.588246439,-99.2272871733
19.5852645755,-99.2278021574
19.5832732665,-99.2279630899
19.5825960137,-99.2279523611
19.5819794078,-99.2276197672
19.5806956472,-99.2251414061
19.5799274075,-99.2236286402
19.5795837202,-99.2225450277
19.5794725271,-99.221611619
19.5795736118,-99.22049582
19.5797757809,-99.2181783915
19.5797909435,-99.2173361778
19.5796645879,-99.2164939642
19.5789873199,-99.2139405012
19.5782493977,-99.2110329866
19.5777540782,-99.2089301348
19.5775620152,-99.2084366083
19.576783652,-99.2081362009
19.576005285,-99.2082434893
19.5752875667,-99.2084366083
19.5737409234,-99.2082971334
19.5731849368,-99.2082434893
19.5719314329,-99.2085975409
19.5704555207,-99.2090588808
19.569242432,-99.2088013887
19.5683730461,-99.2080718279
19.566442184,-99.2064088583
19.5648550183,-99.2052286863
19.5637530915,-99.2043703794
19.563166742,-99.2033833265
19.5621962279,-99.2017740011
19.5610336252,-99.2000573874
19.5606595686,-99.1993385553
19.5604068272,-99.1981476545
19.5600327692,-99.1942745447
19.5596283812,-99.1928690672
19.5590824557,-99.1919034719
19.5589206997,-99.191147089
19.5590217972,-99.1876655817
19.5591228947,-99.1868072748
19.558779163,-99.1860884428
19.5580411484,-99.1858631372
19.5551699359,-99.1852515936
19.5513382031,-99.1843932867
19.5491038262,-99.1838353872
19.547627705,-99.1835671663
19.5456055992,-99.1832774878
19.5439171215,-99.1829234362
19.5424005097,-99.1826015711
19.5404895585,-99.182279706
19.5383156976,-99.1818183661
19.5363339199,-99.181432128
19.5347970143,-99.181035161
19.5330983122,-99.1807025671
19.5317231593,-99.1804343462
19.5309951324,-99.1797584295
19.5295491804,-99.1774088144
19.5280425453,-99.1748124361
19.5268493612,-99.1731065512
19.5251505755,-99.1711324453
19.52194508,-99.1674631834
19.5198114184,-99.1648668051
19.5186383981,-99.1634613276
19.516484468,-99.162452817
19.5141484832,-99.1615837812
19.5111854756,-99.1603392363
19.5060177795,-99.1583544016
19.5029636036,-99.1571205854
19.4981091656,-99.1553395987
19.495307684,-99.1543203592
19.493466973,-99.1535800695
19.4920307993,-99.1530865431
19.4923038756,-99.154534936
19.4985339347,-99.1530543566
19.5007487843,-99.1524642706
19.5008802584,-99.1517776251
19.5000105045,-99.1499429941
19.500182433,-99.1498249769
ida
19.500182433,-99.1498249769
19.4995048314,-99.1491276026
19.4974214417,-99.1483229399
19.4938108437,-99.1468638182
19.4937097053,-99.1465634108
19.4937805022,-99.146284461
19.4941951689,-99.146220088
19.4985137076,-99.1480761766
19.5038131152,-99.1501790285
19.5093348324,-99.1524106264
19.5133799267,-99.154009223
19.5142799465,-99.1546207666
19.5171923355,-99.1557043791
19.5201754574,-99.1568738222
19.5218844075,-99.1577965021
19.5229360602,-99.1580432653
19.5241090492,-99.1585797071
19.5252061908,-99.1587352753
